,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,Documentary,Sci-Fi,Drama,N/A,Fantasy,Horror,Thriller,Action,Adventure,War,Comedy,Music,Mystery,History,Biography,Crime,Family,Romance,Western,Sport,News,Animation,Musical,Short,Reality-TV,Game-Show
3063,Devil Girl,2007,Not Rated,11 Nov 2009,83 min,Thriller,Howie Askins,"Howie Askins, Tracy Wilcox Gillie","Jessica Graham, Joe Wanjai Ross, Vanessa Kay, C.J. Baker","Fay is a small town girl on a cross country road trip, trying to escape her own reality after the death of her father. When her muscle car breaks down during a drag race she finds herself ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU3Nzk5MzMzOV5BMl5BanBnXkFtZTcwNjc5MjU1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]",N/A,3.7,164,tt0814077,movie,10 Nov 2009,N/A,Nocturnal Features,N/A,True,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3064,The Family Man,2000,PG-13,22 Dec 2000,125 min,"Comedy, Drama, Fantasy, Romance",Brett Ratner,"David Diamond, David Weissman","Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven","A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.","English, Italian",USA,4 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BYzYzMTQ4NDYtNWRkZi00NTYxLThlZDItMzI1MmU1MmU5ZWQ3XkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.8,"99,756",tt0218967,movie,17 Jul 2001,N/A,Universal Pictures,N/A,True,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3065,Spaceship Terror,2011,NOT RATED,10 Jun 2011,93 min,"Horror, Sci-Fi, Thriller",Harry Tchinski,"Harry Tchinski (story), Harry Tchinski","Kristen Springer, Jay Wesley Cochran, Lacey Blair, Stephen Lestat","Open your mind to a horrifying world of cat and mouse as five women and one injured man find terror beyond their wildest nightmares. Marooned on a deserted planet, and picked up by a old ...",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTkyNTk3OTcyMF5BMl5BanBnXkFtZTgwNDQ5NTA2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]",N/A,4.0,111,tt1965108,movie,N/A,N/A,N/A,N/A,True,,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,An Affirmative Act,2010,N/A,04 Jun 2010,93 min,"Crime, Drama, Mystery",Jana Mattioli,"Ken Del Vecchio (story and screenplay), Talia Gonzalez (contributing writer), Bisanne Masoud (contributing writer)","Costas Mandylor, Charles Durning, Blanche Baker, Eric Etebari","A slice of life of a young, professional married couple with their darling baby turns a sharp, dark corner when the pair are arrested and charged with several counts of fraud. The reason: ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTM2NDk4NzM3Nl5BMl5BanBnXkFtZTcwNjI5NTgyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,81,tt1563771,movie,N/A,N/A,Independent Pictures,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3068,Penny Land,2017,N/A,N/A,N/A,Drama,Billy Hahn,Billy Hahn,"David Joseph, Michael Burnet, Jamie Greenland, Jeff Kent",It's Wall Street meets The Social Network.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjZlY2ZkZjUtNGRlNS00NjhiLTgwMmUtNDhjMGMyNGQxMWQxXkEyXkFqcGdeQXVyNDIwNTc4NQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt2069870,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3069,Dare to Struggle... Dare to Win,1999,N/A,11 Feb 1999,65 min,Documentary,"David Massey, Angela Elayne Gibbs",Angela Elayne Gibbs,"Charlayne Hunter-Gault, Nana Rawlings","A look at how women in Ghana are progressing through their own political movement headed by Nana Rawlings, Ghana's First Lady.",N/A,USA,N/A,N/A,[],N/A,N/A,N/A,tt0209988,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3070,Sparrows Dance,2012,Not Rated,23 Aug 2013,81 min,"Comedy, Drama, Romance",Noah Buschel,Noah Buschel,"Marin Ireland, Paul Sparks, Niesha Butler, Bennie Slay",A story centered on an actress who has become agoraphobic who reluctantly allows a plumber into her apartment after her toilet overflows.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTc5MzUxMzA3MF5BMl5BanBnXkFtZTgwMTI0MjIxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.8,560,tt1822311,movie,N/A,N/A,Tribeca Film,N/A,True,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3071,Inferno,2016,PG-13,28 Oct 2016,121 min,"Action, Crime, Drama, Mystery, Thriller",Ron Howard,"Dan Brown (based in part on the novel by), David Koepp (screenplay by)","Tom Hanks, Felicity Jones, Omar Sy, Irrfan Khan","When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks, and together they must race across Europe against the clock to foil a deadly global plot.","English, French, Italian, Turkish","USA, Hungary",4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTUzNTE2NTkzMV5BMl5BanBnXkFtZTgwMDAzOTUyMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.2,"146,725",tt3062096,movie,24 Jan 2017,"$34,307,024",Sony Pictures,N/A,True,,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3072,Mosquito Kingdom,2008,N/A,N/A,N/A,Crime,"Derek Elz, Brad Hodge",Jed Ayres,"Jed Ayres, Chad Bockholdt, Jaxon Stanford",N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt1264897,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3073,RiffTrax Live: Time Chasers,2016,N/A,05 May 2016,N/A,Sci-Fi,David Giancola,"Conor Lastowka, Sean Thomason","Bill Corbett, Kevin Murphy, Michael J. Nelson",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZDUyZWVlZTktNjJiYS00MjMwLTkxYTEtOThmMzliODBmZWMyXkEyXkFqcGdeQXVyNDIyMDEyNDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,102,tt5696110,movie,N/A,N/A,Fathom Events,N/A,True,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074,Trauma Center,2019,R,06 Dec 2019,87 min,"Action, Thriller",Matt Eskandari,Paul Da Silva,"Bruce Willis, Steve Guttenberg, Nicky Whelan, Lala Kent","Alone and trapped in a locked-down hospital, an injured young woman must escape a pair of vicious killers who are after the only piece of evidence that can implicate them in a grisly murder, the bullet in her leg.","English, Spanish",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTRkNWM1MmEtZDYzOC00NWI2LTljYzctYWIwYTdjYWNjYTMxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,"3,363",tt9625664,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3075,Dear Jack,2009,UNRATED,08 Oct 2009,67 min,Documentary,"Joshua Morrisroe, Corey Moss",Corey Moss,"Andrew McMahon, Tommy Lee, Lin McMahon, Brian McMahon","Chronicles Andrew McMahon on a roller-coaster year, through the highs of releasing the first Jack's Mannequin album and the lows of being diagnosed with leukemia and breaking up with the love of his life.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDExNDg4MjY2NF5BMl5BanBnXkFtZTcwNzAwNzY5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,177,tt1517750,movie,03 Nov 2009,N/A,Warner Bros. Records,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3076,Rand the Movie,2016,N/A,01 Sep 2016,90 min,Documentary,Monte Goodyk,N/A,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3990100,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3077,Eager to Die,2010,N/A,04 Jul 2010,109 min,"Drama, Thriller",Michael Mandell,Michael Mandell,"Peter O'Toole, Michelle Rodriquez, Tony Devon, David Morse",A futuristic thriller about a politically incorrect television personality who is forced to change his identity after several death attempts by his government.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BM2VjZDZlYTQtZWJjNi00MzE1LWFhZjYtNjQyNjA0MmRlMmRmXkEyXkFqcGdeQXVyMjk2MzM1MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,10,tt0907731,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,M.A.R.R.A,2014,N/A,N/A,65 min,Action,Jeanne Jo,"Jeanne Jo, Nicholas Musurca","Sean Young, Miranda Sterling, Cherie Lily, Erin Raftery",A shadowy all-female crime organization - M.A.R.R.A - has operatives working undercover in high-risk situations - jobs that can last days or decades. When a junior operative disobeys orders...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTUwNjU4MTE3MV5BMl5BanBnXkFtZTgwMjc2ODU1MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,8,tt2318950,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3079,Wild Canaries,2014,NOT RATED,25 Feb 2015,96 min,"Comedy, Crime, Drama",Lawrence Michael Levine,Lawrence Michael Levine,"Sophia Takal, Lawrence Michael Levine, Alia Shawkat, Annie Parisse",A Brooklyn couple suspects foul play when their rent controlled neighbor suddenly drops dead.,English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjMwNDU2MDg5NF5BMl5BanBnXkFtZTgwMzQ5NzkxNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.1,395,tt2800400,movie,N/A,"$5,726",IFC Films,N/A,True,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3080,The Holy Family in Egypt: Discovering the Secrets of Christ's Childhood Years,2005,N/A,01 Jun 2005,113 min,"Documentary, Action",Marlin Darrah,Paul Perry,N/A,The Holy Family in Egypt follows the route into Egypt believed by Middle Easterners to have been the one followed by Jesus and his parents when they fled from King Herod. This documentary ...,English,"USA, Egypt, France",N/A,N/A,[],N/A,N/A,N/A,tt2903742,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3081,This Revolution,2005,R,01 Jan 2005,95 min,"Drama, Romance, Thriller",Stephen Marshall,Stephen Marshall,"Rosario Dawson, Nathan Crooker, Amy Redford, Brett DelBuono","In this politically charged homage to Medium Cool, a photographer covers the urban guerrilla war on New York streets during the RNC.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjE2Njk3NTkzNF5BMl5BanBnXkFtZTcwNTgyMjgyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.7,474,tt0423370,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3082,78rpm,2015,N/A,N/A,98 min,"Documentary, Music",Joel Schlemowitz,Joel Schlemowitz,"Vince Giordano and His Nighthawks Orchestra, Denny Daniel, Sean Miller, Jim Shulman","'78rpm' is an experimental documentary on the gramophone, and filmic love poem to scratchy, old music.",English,"USA, UK",N/A,N/A,[],N/A,N/A,N/A,tt4244378,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3083,The Last of the Great Romantics,2014,N/A,17 Jul 2014,65 min,Comedy,Duncan Skiles,"Jeff Kaplan, Ian Springer","Keith Hodge, Kevin Hodge, Skyler Joy, Kumail Nanjiani","Cameron Hill is plumbing the depths of heartbreak, loneliness, and despair. Or so he informs the loyal viewers of his video blog after being dumped by his girlfriend Marla. Wearing Marla's ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjIzNjc2MzM3MF5BMl5BanBnXkFtZTgwMTgwNjMyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,12,tt3249660,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3084,Traitor,2008,PG-13,27 Aug 2008,114 min,"Action, Crime, Drama, Thriller",Jeffrey Nachmanoff,"Jeffrey Nachmanoff (screenplay), Steve Martin (story), Jeffrey Nachmanoff (story)","Don Cheadle, Guy Pearce, Saïd Taghmaoui, Neal McDonough","When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy, all clues seem to lead back to former U.S. Special Operations officer, Samir Horn.","English, Arabic",USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BMTg3MzI3NDY5Nl5BMl5BanBnXkFtZTcwMzI0NDY3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.0,"53,993",tt0988047,movie,17 Feb 2009,"$23,501,463",Overture Films,N/A,True,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3085,Space Clown,2015,N/A,N/A,N/A,Horror,Graham Skipper,Graham Skipper,"Graham Skipper, Jeffrey Glaser, Jordann Baker, Brian Joseph Gillespie",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3347666,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3086,Dropping the S Bomb,2015,N/A,N/A,78 min,"Comedy, Drama, Romance",Christina July Kim,"Christina July Kim, Christina July Kim","Christina July Kim, Joel Clark, Felix Chu, Jessica Hecker","After discovering that the guy of her dreams plans on attending Stanford, the not so book smart Cassie does whatever it takes to be accepted, even if it means doing things that may get her kicked out of school if she gets caught.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTM3MDEyMDk4N15BMl5BanBnXkFtZTgwNDQ0NTU2NjE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3203876,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3087,Hi-8 (Horror Independent 8),2013,NOT RATED,10 Nov 2013,98 min,"Comedy, Horror","Ron Bonk, Donald Farmer, Marcus Koch, Tony Masiello, Tim Ritter, Chris Seaver, Todd Sheets, Brad Sykes","Ron Bonk (segment), Donald Farmer (segment), Matt Hill (segment), Alaine Huntington, Marcus Koch (segment), Tim Ritter (segment), Chris Seaver (segment), Todd Sheets (segment), Brad Sykes (segment), Brad Sykes (wraparound segment ""No Budget Films Presents..."")","Vanessa Nocera, Alaine Huntington, Mike Malloy, Andrea Adams","Segments from eight of the leading indie horror filmmakers including Tim Ritter, Brad Sykes, Donald Farmer, Todd Sheets, Chris Seaver, Ron Bonk, and Marcus Koch. Each director was ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQzOTA3OTUyNl5BMl5BanBnXkFtZTgwNzg1OTM3MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,98,tt2839540,movie,16 Dec 2014,N/A,Wild Eye Releasing,N/A,True,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3088,Wheels,2002,N/A,29 Jun 2002,86 min,"Comedy, Drama, Romance",Thomas Griffith,N/A,"Sharon Corley, Clare Crespo, Trish Dempsey, Bob Glazier",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTMwOTczNzIxNV5BMl5BanBnXkFtZTcwNDUxNDYyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,15,tt0348375,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3089,Noel,2004,PG,26 Nov 2004,96 min,Drama,Chazz Palminteri,David Hubbard,"Susan Sarandon, Paul Walker, Penélope Cruz, Alan Arkin","Five New Yorkers come together on Christmas Eve, seeking a miracle.",English,"USA, Canada",N/A,https://m.media-amazon.com/images/M/MV5BOTAxMzY1MDUzNl5BMl5BanBnXkFtZTcwNzk4NTcyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,6.2,"8,526",tt0383534,movie,25 Oct 2005,N/A,Convex Group,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,Dead Girls,1990,N/A,01 Sep 1990,90 min,"Thriller, Horror",Dennis Devine,Steve Jarvis,"Diana Karanikas, Angela Eads, Kay Schaber, Angela Scaglione","A female band, who are exponents of ""death rock"", retreat to a cabin for the weekend. They soon find themselves being knocked off by a masked killer who uses weapons they have mentioned in their songs.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYTEwMTIzNjItOTM0ZS00MjMxLWJhMzYtYmQ5NWEzNmI4OWFlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",N/A,4.6,103,tt0182958,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091,Detroit 48202: Conversations Along a Postal Route,2017,N/A,31 Dec 2017,86 min,Documentary,Pamela Sporn,N/A,N/A,"Detroit 48202: Conversations Along a Postal Route is a feature documentary that examines the rise, demise, and contested resurgence of Detroit through the lens of African-American mail ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOGU3YTMwZWMtODMyNC00ZmFkLThjYWYtMWY4YTEzMWZmMDNkXkEyXkFqcGdeQXVyMjA5NDAwMjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",N/A,9.2,11,tt6692268,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,Decade of Fire,2019,N/A,03 May 2019,76 min,"Documentary, History","Gretchen Hildebran, Vivian Vazquez","Gretchen Hildebran, Vivian Vazquez","Carmen Rosado, Hetty Fox, Robert Foster, Ramón Rueda","As a kid in the South Bronx in the 1970s, Vivian Vazquez watched her tight-knit community become a burned-out ruin as an epidemic of fires raged through her Black and Puerto Rican ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWRlOTc1YjMtZTIwYS00ODNlLWJjMjYtZDEwOThjZGJjMzAyXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.0,40,tt9448892,movie,N/A,N/A,Independent,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3093,Almost Perfect,2011,N/A,13 Sep 2013,105 min,"Comedy, Drama, Romance",Bertha Bay-Sa Pan,Bertha Bay-Sa Pan,"Kelly Hu, Roger Rees, Christina Chang, Natalie Gold",A 30-something career woman tries to find the balance between her demanding family and her perfect new boyfriend.,"English, Shanghainese",USA,1 win.,https://m.media-amazon.com/images/M/MV5BODY2MjQyMTg0N15BMl5BanBnXkFtZTcwNTk4NjI0OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,63,tt1249158,movie,21 Oct 2013,N/A,Eleven Arts,N/A,True,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3094,Everybody's Fine,2009,PG-13,04 Dec 2009,99 min,Drama,Kirk Jones,"Kirk Jones, Giuseppe Tornatore (original screenplay), Tonino Guerra (original screenplay), Massimo De Rita (original screenplay)","Robert De Niro, Drew Barrymore, Kate Beckinsale, Sam Rockwell",A widower who realized his only connection to his family was through his wife sets off on an impromptu road trip to reunite with each of his grown children.,English,USA,Nominated for 1 Golden Globe. Another 1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTM1NzEwNzA5MV5BMl5BanBnXkFtZTcwNTE0NjAyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,7.1,"57,229",tt0780511,movie,23 Feb 2010,"$8,855,646",Miramax,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3095,Radical Jesters,2008,N/A,N/A,75 min,Documentary,Tim Jackson,N/A,"Alan Abel, Peter Schumman, Charlie Todd","Radical Jesters profiles the radical art practices of 11 groups and individuals who participate in culture jamming, reality hacking, and street theater.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1347083,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,Riding the 9,2003,N/A,10 May 2003,110 min,Drama,Matthew Graves,Matthew Graves,"Jared Houze, Kimberly Jackson, James Nicholls, Ken Baumann","Four strangers take the bus on the anniversary of its fatal crash fifteen years earlier. As each deals with a traumatic event from their past, they realize that not everything is as it seems.",English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,10,tt0769543,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3097,All the Queen's Men,2001,PG-13,13 Dec 2001,99 min,"Action, Comedy, Drama, War",Stefan Ruzowitzky,"Digby Wolfe (story), Joseph Manduke (story), June Roberts (story), David Schneider (screenplay)","Matt LeBlanc, Eddie Izzard, James Cosmo, Nicolette Krebitz","A mismatched team of British Special Services agents led by an American must infiltrate, in disguise, a female-run Enigma factory in Berlin and bring back the decoding device that will end the war.","English, German, Italian","Germany, Austria, USA",N/A,https://m.media-amazon.com/images/M/MV5BMjA3MTQ5ODUxMV5BMl5BanBnXkFtZTcwMjQxOTYxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",19,4.8,"2,393",tt0252223,movie,18 Nov 2003,N/A,Strand Releasing,N/A,True,,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,You Only Die Twice,2018,N/A,05 Jul 2018,92 min,"Documentary, History",Yair Lev,"David Deri, Yair Lev","Chava Lev, Yair Lev, Eran Wagner, Herbert Gruber","Yair Lev, a Israeli documentary filmmaker turns a detective and sets on a journey to uncover the true identity behind the man who stole his grandfather's identity and later on became the president of a Jewish community in Austria.","Hebrew, English, German, Serbo-Croatian","Israel, Austria",5 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZGYzMTNkMzYtNmFiZC00NzJmLWE1OGYtODFlNTY5ODNmNDYyXkEyXkFqcGdeQXVyMTQzMDY1NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,32,tt8497762,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3099,Girlstories,2011,N/A,N/A,93 min,"Documentary, Biography, Drama",Joey Huertas,"Joey Huertas (story), Joey Huertas","Jewel Elizabeth, Laura Killeen, Patricia Ordonez",A feature-length film that is an experimental re-interpretation of the ABC After school Specials of the late 1970's television. 'Girlstories' examines the current plight of our U.S. ...,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1972666,movie,N/A,N/A,N/A,N/A,True,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3100,Carts,2007,N/A,N/A,93 min,"Comedy, Drama",Chris Cashman,Chris Cashman,"Douglas Spain, Ted Lange, Fernanda Romero, Bradford Anderson",A group of misfit shopping cart attendants deal with another day at their dead end jobs.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTIzNjQyOTg5M15BMl5BanBnXkFtZTcwNzYyODczMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,91,tt0835352,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
